aluno_id,nome_completo,genero,data_nascimento,curso_id,departamento,ano_matricula,estatuto,email_institucional,nacionalidade,regime
A00807,Diogo Almeida,F,2006-02-12,LEM,DEGEIT,2025,Ativo,a00807@ua.pt,Portugal,Ordinário
A00808,Sofia Rodrigues,M,1996-06-16,LEB,DBIO,2025,Ativo,a00808@ua.pt,Portugal,Internacional
A00809,Inês Silva,F,1999-05-20,LMAT,DMAT,2021,Ativo,a00809@ua.pt,Portugal,Ordinário
A00810,Leonor Oliveira,F,1998-04-17,MED,DEP,2024,Ativo,a00810@ua.pt,Brasil,Internacional
A00811,Matilde Neves,F,2005-12-31,MMKT,DEGEIT,2023,Ativo,a00811@ua.pt,Portugal,Ordinário
A00812,Beatriz Neves,F,1997-06-19,MIEEC,DETI,2022,Ativo,a00812@ua.pt,Espanha,Internacional
A00813,Carolina Vieira,F,1995-09-09,MIEEC,DETI,2025,Ativo,a00813@ua.pt,Portugal,Ordinário
A00814,Miguel Moreira,F,1995-11-03,MIEEC,DETI,2021,Ativo,a00814@ua.pt,Portugal,Ordinário
A00815,Inês Almeida,F,1995-11-04,MFIN,DEGEIT,2020,Ativo,a00815@ua.pt,Brasil,Ordinário
A00816,Luís Cardoso,M,1996-05-06,MDS,DETI,2022,Ativo,a00816@ua.pt,Portugal,Trabalhador-Estudante
A00817,Filipa Moreira,M,2007-02-17,MEC,DETI,2021,Ativo,a00817@ua.pt,Portugal,Ordinário
A00818,Afonso Moreira,F,1990-10-21,LQ,DQ,2024,Ativo,a00818@ua.pt,Portugal,Internacional
A00819,Catarina Almeida,F,1999-11-26,MTR,DLC,2023,Desistência,a00819@ua.pt,Portugal,Ordinário
A00820,Carolina Costa,F,1997-11-03,LT,DEGEIT,2020,Ativo,a00820@ua.pt,Brasil,Ordinário
A00821,Tomás Costa,F,2003-02-02,LF,DF,2019,Ativo,a00821@ua.pt,Portugal,Ordinário
A00822,Filipa Pereira,F,1997-05-16,MTR,DLC,2019,Ativo,a00822@ua.pt,Portugal,Ordinário
A00823,Afonso Almeida,M,1993-06-13,LEM,DEGEIT,2019,Ativo,a00823@ua.pt,Portugal,Internacional
A00824,Matilde Correia,M,1990-12-26,LEI,DETI,2024,Ativo,a00824@ua.pt,Portugal,Ordinário
A00825,Catarina Neves,M,2007-11-26,LMAT,DMAT,2020,Ativo,a00825@ua.pt,Portugal,Ordinário
A00826,Pedro Costa,F,2007-04-17,LPE,DEP,2024,Ativo,a00826@ua.pt,Portugal,Ordinário
A00827,Matilde Sousa,F,1996-09-11,LT,DEGEIT,2025,Concluído,a00827@ua.pt,Angola,Ordinário
A00828,Diogo Vieira,F,1998-03-30,MDS,DETI,2025,Ativo,a00828@ua.pt,Portugal,Ordinário
A00829,Mariana Costa,F,2006-12-20,MFIN,DEGEIT,2024,Concluído,a00829@ua.pt,Portugal,Ordinário
A00830,Afonso Oliveira,M,2000-05-25,MIEEC,DETI,2022,Ativo,a00830@ua.pt,Espanha,Ordinário
A00831,Leonor Sousa,M,2000-07-02,LGT,DEGEIT,2024,Ativo,a00831@ua.pt,Portugal,Ordinário
A00832,João Rocha,F,2001-09-25,LMAT,DMAT,2024,Ativo,a00832@ua.pt,Portugal,Ordinário
A00833,Matilde Correia,M,1999-04-07,LEM,DEGEIT,2020,Ativo,a00833@ua.pt,Portugal,Ordinário
A00834,Rita Vieira,F,1992-07-22,LGT,DEGEIT,2024,Ativo,a00834@ua.pt,Portugal,Ordinário
A00835,Diogo Neves,M,2003-03-04,LMAT,DMAT,2024,Ativo,a00835@ua.pt,Portugal,Ordinário
A00836,Mariana Jesus,F,1994-02-25,LPE,DEP,2020,Ativo,a00836@ua.pt,Brasil,Ordinário
A00837,Rodrigo Almeida,F,1998-11-10,LEI,DETI,2020,Ativo,a00837@ua.pt,Portugal,Ordinário
A00838,Afonso Vieira,M,2003-11-15,MTR,DLC,2023,Ativo,a00838@ua.pt,Portugal,Ordinário
A00839,Afonso Rodrigues,F,1994-04-13,LT,DEGEIT,2020,Concluído,a00839@ua.pt,Brasil,Ordinário
A00840,Carolina Moreira,F,1999-10-10,LT,DEGEIT,2025,Ativo,a00840@ua.pt,Portugal,Ordinário
A00841,Leonor Silva,F,1993-06-02,LEM,DEGEIT,2024,Desistência,a00841@ua.pt,Brasil,Ordinário
A00842,Ana Pereira,M,2002-10-09,LEB,DBIO,2024,Ativo,a00842@ua.pt,Portugal,Ordinário
A00843,André Almeida,M,2006-07-14,MFIN,DEGEIT,2022,Ativo,a00843@ua.pt,Portugal,Ordinário
A00844,Sofia Correia,F,2006-01-08,MTR,DLC,2020,Ativo,a00844@ua.pt,Portugal,Ordinário
A00845,Rodrigo Gonçalves,M,1992-08-15,MFIN,DEGEIT,2025,Ativo,a00845@ua.pt,Portugal,Ordinário
A00846,Diogo Martins,M,2006-04-16,LPE,DEP,2021,Ativo,a00846@ua.pt,Portugal,Ordinário
A00847,André Monteiro,M,1992-12-10,MEC,DETI,2022,Ativo,a00847@ua.pt,Brasil,Ordinário
A00848,Carolina Ferreira,M,2007-12-09,MDS,DETI,2021,Ativo,a00848@ua.pt,Portugal,Ordinário
A00849,Sofia Almeida,F,2003-08-03,LEB,DBIO,2025,Ativo,a00849@ua.pt,Portugal,Ordinário
A00850,Rita Costa,F,1998-01-18,MIEEC,DETI,2022,Ativo,a00850@ua.pt,Brasil,Trabalhador-Estudante
A00851,Marta Pereira,F,1997-07-29,MIEEC,DETI,2024,Ativo,a00851@ua.pt,Portugal,Ordinário
A00852,Catarina Jesus,M,2007-04-04,MEC,DETI,2020,Concluído,a00852@ua.pt,Brasil,Ordinário
A00853,Tiago Pereira,F,1999-10-27,LEM,DEGEIT,2024,Desistência,a00853@ua.pt,Portugal,Ordinário
A00854,Tiago Rodrigues,F,2001-05-18,LEM,DEGEIT,2020,Ativo,a00854@ua.pt,Angola,Ordinário
A00855,Tiago Oliveira,M,2007-02-03,LMAT,DMAT,2025,Ativo,a00855@ua.pt,Portugal,Ordinário
A00856,Ana Martins,F,1994-07-12,LT,DEGEIT,2024,Desistência,a00856@ua.pt,Brasil,Ordinário
A00857,Sofia Gonçalves,F,1991-11-30,LMAT,DMAT,2022,Ativo,a00857@ua.pt,Portugal,Ordinário
A00858,Sofia Moreira,F,1993-02-04,MFIN,DEGEIT,2024,Ativo,a00858@ua.pt,Espanha,Ordinário
A00859,Afonso Cardoso,F,1999-12-05,MDS,DETI,2021,Concluído,a00859@ua.pt,Espanha,Ordinário
A00860,André Santos,M,2007-04-29,MEC,DETI,2021,Ativo,a00860@ua.pt,Portugal,Ordinário
A00861,Afonso Rocha,M,1999-05-28,MIEEC,DETI,2024,Concluído,a00861@ua.pt,Brasil,Ordinário
A00862,Mariana Oliveira,M,1990-03-06,MEC,DETI,2022,Concluído,a00862@ua.pt,Portugal,Ordinário
A00863,Rodrigo Vieira,M,2005-08-23,LEB,DBIO,2023,Concluído,a00863@ua.pt,Portugal,Trabalhador-Estudante
A00864,Matilde Oliveira,F,2002-01-20,LGT,DEGEIT,2023,Ativo,a00864@ua.pt,Portugal,Ordinário
A00865,Rodrigo Costa,F,2001-06-23,LEB,DBIO,2023,Ativo,a00865@ua.pt,Portugal,Trabalhador-Estudante
A00866,Gonçalo Pereira,F,2007-05-13,LF,DF,2023,Ativo,a00866@ua.pt,Portugal,Ordinário
A00867,Tiago Moreira,M,1992-10-11,LF,DF,2020,Ativo,a00867@ua.pt,Portugal,Ordinário
A00868,Marta Gonçalves,M,1995-04-19,MED,DEP,2025,Concluído,a00868@ua.pt,Portugal,Ordinário
A00869,Gonçalo Correia,M,2001-08-28,LT,DEGEIT,2022,Ativo,a00869@ua.pt,Portugal,Ordinário
A00870,Maria Ferreira,F,1993-04-15,MED,DEP,2024,Concluído,a00870@ua.pt,Portugal,Trabalhador-Estudante
A00871,Gonçalo Vieira,F,2000-01-03,MTR,DLC,2020,Ativo,a00871@ua.pt,Portugal,Ordinário
A00872,Diogo Almeida,M,2003-02-08,MMKT,DEGEIT,2025,Ativo,a00872@ua.pt,Portugal,Ordinário
A00873,Diogo Oliveira,F,2001-05-06,LPE,DEP,2021,Ativo,a00873@ua.pt,Cabo Verde,Ordinário
A00874,Rita Rocha,F,2000-03-19,LEM,DEGEIT,2024,Ativo,a00874@ua.pt,Portugal,Internacional
A00875,João Cardoso,F,1992-09-17,MFIN,DEGEIT,2023,Ativo,a00875@ua.pt,Portugal,Ordinário
A00876,Inês Oliveira,M,1996-08-05,MDS,DETI,2025,Ativo,a00876@ua.pt,Portugal,Ordinário
A00877,Leonor Silva,M,1994-11-02,LMAT,DMAT,2021,Concluído,a00877@ua.pt,Portugal,Ordinário
A00878,Miguel Vieira,M,2000-10-16,MIEEC,DETI,2023,Ativo,a00878@ua.pt,Portugal,Ordinário
A00879,Filipa Moreira,F,2001-04-28,LT,DEGEIT,2024,Concluído,a00879@ua.pt,Portugal,Ordinário
A00880,Miguel Rocha,M,1998-09-08,LGT,DEGEIT,2022,Concluído,a00880@ua.pt,Portugal,Ordinário
A00881,Afonso Silva,M,2004-06-27,MED,DEP,2020,Concluído,a00881@ua.pt,Portugal,Ordinário
A00882,Mariana Rocha,F,2004-06-10,LMAT,DMAT,2020,Ativo,a00882@ua.pt,Portugal,Ordinário
A00883,Catarina Costa,M,2001-04-10,LEB,DBIO,2019,Ativo,a00883@ua.pt,Cabo Verde,Ordinário
A00884,Catarina Neves,F,2005-10-29,LEB,DBIO,2024,Ativo,a00884@ua.pt,Portugal,Ordinário
A00885,Ana Cardoso,F,1997-08-16,MTR,DLC,2024,Ativo,a00885@ua.pt,Portugal,Ordinário
A00886,Rita Jesus,F,2002-02-25,LEM,DEGEIT,2021,Ativo,a00886@ua.pt,Portugal,Ordinário
A00887,Afonso Santos,F,1991-04-28,MFIN,DEGEIT,2023,Ativo,a00887@ua.pt,Portugal,Ordinário
A00888,Tiago Santos,M,1997-04-09,LT,DEGEIT,2022,Ativo,a00888@ua.pt,Portugal,Ordinário
A00889,Tiago Jesus,M,2001-05-29,LQ,DQ,2025,Ativo,a00889@ua.pt,Portugal,Ordinário
A00890,Marta Silva,F,2000-11-10,MFIN,DEGEIT,2019,Ativo,a00890@ua.pt,Portugal,Internacional
A00891,Sofia Moreira,F,2007-02-11,LEM,DEGEIT,2021,Ativo,a00891@ua.pt,Portugal,Ordinário
A00892,Marta Rocha,F,1998-05-17,LEB,DBIO,2025,Desistência,a00892@ua.pt,Espanha,Internacional
A00893,Mariana Sousa,F,1990-01-09,MED,DEP,2024,Desistência,a00893@ua.pt,Portugal,Ordinário
A00894,André Gonçalves,M,1996-02-17,MIEEC,DETI,2022,Concluído,a00894@ua.pt,Brasil,Ordinário
A00895,Carolina Ferreira,F,1993-08-15,LMAT,DMAT,2025,Ativo,a00895@ua.pt,Portugal,Ordinário
A00896,Miguel Fernandes,M,1999-09-09,LT,DEGEIT,2022,Ativo,a00896@ua.pt,Portugal,Internacional
A00897,Diogo Neves,M,1995-07-08,MED,DEP,2023,Ativo,a00897@ua.pt,Portugal,Trabalhador-Estudante
A00898,Ana Costa,F,2003-08-28,LT,DEGEIT,2025,Ativo,a00898@ua.pt,Portugal,Trabalhador-Estudante
A00899,Rodrigo Ferreira,M,2002-01-26,MTR,DLC,2020,Concluído,a00899@ua.pt,Portugal,Trabalhador-Estudante
A00900,Beatriz Vieira,F,1997-12-01,MED,DEP,2023,Concluído,a00900@ua.pt,Portugal,Ordinário
A00901,Diogo Silva,F,2000-05-18,LEI,DETI,2023,Desistência,a00901@ua.pt,Portugal,Ordinário
A00902,Rodrigo Sousa,M,1994-04-18,LF,DF,2020,Concluído,a00902@ua.pt,Portugal,Ordinário
A00903,Afonso Neves,M,1990-10-29,MTR,DLC,2022,Ativo,a00903@ua.pt,Portugal,Ordinário
A00904,Catarina Rodrigues,F,1996-03-22,MMKT,DEGEIT,2025,Ativo,a00904@ua.pt,Portugal,Ordinário
A00905,Inês Jesus,F,2003-03-12,LPE,DEP,2021,Ativo,a00905@ua.pt,Espanha,Ordinário
A00906,Afonso Rocha,F,2005-03-17,LF,DF,2019,Desistência,a00906@ua.pt,Portugal,Ordinário
A00907,Miguel Monteiro,F,1999-07-31,MED,DEP,2020,Concluído,a00907@ua.pt,Brasil,Ordinário
A00908,João Martins,M,2001-02-11,LEM,DEGEIT,2023,Ativo,a00908@ua.pt,Portugal,Trabalhador-Estudante
A00909,Maria Correia,M,1990-02-12,MED,DEP,2024,Ativo,a00909@ua.pt,Portugal,Internacional
A00910,Miguel Sousa,M,1991-09-02,LQ,DQ,2022,Ativo,a00910@ua.pt,Portugal,Ordinário
A00911,Rodrigo Fernandes,M,1999-09-09,LEI,DETI,2019,Ativo,a00911@ua.pt,Brasil,Ordinário
A00912,Gonçalo Martins,F,1997-08-23,MTR,DLC,2020,Concluído,a00912@ua.pt,Espanha,Ordinário
A00913,Maria Santos,F,2004-01-10,MED,DEP,2024,Ativo,a00913@ua.pt,Angola,Ordinário
A00914,Mariana Monteiro,F,1991-05-23,LGT,DEGEIT,2024,Ativo,a00914@ua.pt,Portugal,Ordinário
A00915,Sofia Martins,M,1998-07-22,MIEEC,DETI,2024,Ativo,a00915@ua.pt,Brasil,Ordinário
A00916,Mariana Neves,M,1998-08-12,LEI,DETI,2024,Concluído,a00916@ua.pt,Portugal,Ordinário
A00917,Tiago Pereira,M,2001-08-08,LEI,DETI,2023,Ativo,a00917@ua.pt,Portugal,Ordinário
A00918,Sofia Almeida,F,2004-04-18,LEB,DBIO,2025,Ativo,a00918@ua.pt,Portugal,Ordinário
A00919,Carolina Correia,F,2007-11-17,LQ,DQ,2020,Ativo,a00919@ua.pt,Portugal,Internacional
A00920,Inês Almeida,M,2003-02-03,MDS,DETI,2025,Concluído,a00920@ua.pt,Portugal,Ordinário
A00921,Gonçalo Rocha,F,2001-08-11,MDS,DETI,2021,Ativo,a00921@ua.pt,Brasil,Ordinário
A00922,Miguel Rodrigues,F,2004-05-14,LEB,DBIO,2021,Concluído,a00922@ua.pt,Portugal,Ordinário
A00923,Sofia Fernandes,M,2002-12-22,MED,DEP,2023,Ativo,a00923@ua.pt,Portugal,Ordinário
A00924,Afonso Martins,M,1994-12-03,MIEEC,DETI,2019,Ativo,a00924@ua.pt,Portugal,Ordinário
A00925,Rita Silva,M,2006-08-07,MTR,DLC,2023,Ativo,a00925@ua.pt,Portugal,Ordinário
A00926,Rodrigo Correia,F,1993-03-12,LEI,DETI,2022,Ativo,a00926@ua.pt,Angola,Ordinário
A00927,Luís Costa,F,1994-06-09,LEI,DETI,2022,Ativo,a00927@ua.pt,Portugal,Ordinário
A00928,Tiago Silva,F,1990-06-26,LPE,DEP,2021,Concluído,a00928@ua.pt,Brasil,Ordinário
A00929,Beatriz Gonçalves,M,1994-09-19,LEM,DEGEIT,2023,Ativo,a00929@ua.pt,Portugal,Trabalhador-Estudante
A00930,Inês Rodrigues,F,1992-08-28,MFIN,DEGEIT,2021,Concluído,a00930@ua.pt,Portugal,Ordinário
A00931,Marta Santos,M,2003-06-13,MDS,DETI,2024,Desistência,a00931@ua.pt,Portugal,Ordinário
A00932,Luís Oliveira,F,1997-05-08,LMAT,DMAT,2022,Ativo,a00932@ua.pt,Brasil,Internacional
A00933,Filipa Neves,F,2006-04-25,MTR,DLC,2020,Concluído,a00933@ua.pt,Portugal,Ordinário
A00934,Afonso Gonçalves,M,2001-08-21,MDS,DETI,2024,Ativo,a00934@ua.pt,Portugal,Ordinário
A00935,Tomás Santos,M,1996-01-08,MTR,DLC,2024,Ativo,a00935@ua.pt,Portugal,Trabalhador-Estudante
A00936,André Correia,F,1998-11-18,MED,DEP,2022,Ativo,a00936@ua.pt,Portugal,Ordinário
A00937,Gonçalo Gonçalves,F,1993-01-05,LF,DF,2020,Ativo,a00937@ua.pt,Portugal,Ordinário
A00938,Beatriz Almeida,M,2000-02-13,MEC,DETI,2024,Ativo,a00938@ua.pt,Portugal,Ordinário
A00939,Beatriz Ferreira,M,1995-03-31,LPE,DEP,2022,Ativo,a00939@ua.pt,Portugal,Ordinário
A00940,Beatriz Santos,M,1995-02-09,LGT,DEGEIT,2020,Ativo,a00940@ua.pt,Portugal,Ordinário
A00941,Mariana Oliveira,M,1996-10-15,MEC,DETI,2022,Ativo,a00941@ua.pt,Moçambique,Ordinário
A00942,Beatriz Vieira,F,2007-04-10,LF,DF,2023,Ativo,a00942@ua.pt,Espanha,Ordinário
A00943,Inês Vieira,M,2004-09-02,LEI,DETI,2025,Desistência,a00943@ua.pt,Portugal,Ordinário
A00944,Catarina Moreira,M,1995-03-30,LEB,DBIO,2025,Ativo,a00944@ua.pt,Portugal,Ordinário
A00945,Afonso Monteiro,M,1994-03-19,LGT,DEGEIT,2024,Concluído,a00945@ua.pt,Portugal,Ordinário
A00946,Matilde Silva,M,1993-02-12,LEI,DETI,2021,Ativo,a00946@ua.pt,Portugal,Ordinário
A00947,André Rocha,M,1995-01-22,MDS,DETI,2024,Ativo,a00947@ua.pt,Portugal,Ordinário
A00948,Mariana Neves,F,1993-06-13,MIEEC,DETI,2023,Ativo,a00948@ua.pt,Portugal,Ordinário
A00949,Pedro Almeida,F,1998-10-06,MMKT,DEGEIT,2020,Ativo,a00949@ua.pt,Portugal,Ordinário
A00950,Catarina Costa,M,1992-02-03,MED,DEP,2021,Ativo,a00950@ua.pt,Portugal,Ordinário
A00951,André Sousa,F,1994-03-10,MTR,DLC,2021,Ativo,a00951@ua.pt,Portugal,Ordinário
A00952,Rita Fernandes,M,1991-04-16,LGT,DEGEIT,2023,Ativo,a00952@ua.pt,Brasil,Ordinário
A00953,Matilde Ferreira,F,1992-11-23,LPE,DEP,2025,Ativo,a00953@ua.pt,Portugal,Trabalhador-Estudante
A00954,Afonso Almeida,F,1994-08-12,LEB,DBIO,2023,Ativo,a00954@ua.pt,Portugal,Ordinário
A00955,Ana Oliveira,F,2001-04-09,LMAT,DMAT,2024,Ativo,a00955@ua.pt,Portugal,Ordinário
A00956,Tomás Santos,M,2002-10-08,LQ,DQ,2025,Ativo,a00956@ua.pt,Portugal,Ordinário
A00957,Rita Monteiro,M,2005-09-15,MED,DEP,2023,Ativo,a00957@ua.pt,Portugal,Trabalhador-Estudante
A00958,Tiago Vieira,M,1998-08-18,MFIN,DEGEIT,2021,Ativo,a00958@ua.pt,Portugal,Ordinário
A00959,Maria Rodrigues,M,2004-02-02,LPE,DEP,2025,Ativo,a00959@ua.pt,Angola,Ordinário
A00960,Miguel Monteiro,M,1991-09-19,LEM,DEGEIT,2020,Ativo,a00960@ua.pt,Portugal,Ordinário
A00961,Filipa Moreira,M,1990-08-07,MIEEC,DETI,2020,Ativo,a00961@ua.pt,Portugal,Ordinário
A00962,Afonso Oliveira,M,1990-11-06,LEB,DBIO,2019,Ativo,a00962@ua.pt,Portugal,Ordinário
A00963,Marta Moreira,M,1991-07-13,MTR,DLC,2020,Ativo,a00963@ua.pt,Portugal,Ordinário
A00964,Tiago Rocha,F,1990-05-28,LPE,DEP,2020,Ativo,a00964@ua.pt,Portugal,Ordinário
A00965,Pedro Santos,M,1993-06-11,LEI,DETI,2024,Ativo,a00965@ua.pt,Brasil,Ordinário
A00966,Afonso Pereira,F,2004-03-28,MED,DEP,2025,Ativo,a00966@ua.pt,Portugal,Ordinário
A00967,Marta Gonçalves,F,1991-02-03,MIEEC,DETI,2023,Concluído,a00967@ua.pt,Angola,Ordinário
A00968,Pedro Ferreira,M,1990-08-17,LEI,DETI,2019,Ativo,a00968@ua.pt,Portugal,Trabalhador-Estudante
A00969,Miguel Fernandes,F,1990-12-27,LPE,DEP,2024,Ativo,a00969@ua.pt,Portugal,Ordinário
A00970,Tiago Gonçalves,M,1999-08-07,LEB,DBIO,2021,Ativo,a00970@ua.pt,Portugal,Ordinário
A00971,Maria Jesus,F,1998-09-24,MEC,DETI,2022,Ativo,a00971@ua.pt,Portugal,Ordinário
A00972,Leonor Pereira,F,1999-03-22,LGT,DEGEIT,2023,Concluído,a00972@ua.pt,Portugal,Ordinário
A00973,Afonso Vieira,M,1992-02-16,LPE,DEP,2023,Desistência,a00973@ua.pt,Portugal,Internacional
A00974,Filipa Almeida,M,1993-12-07,LT,DEGEIT,2023,Desistência,a00974@ua.pt,Portugal,Ordinário
A00975,Afonso Silva,M,2001-06-18,MED,DEP,2022,Ativo,a00975@ua.pt,Portugal,Ordinário
A00976,Mariana Ferreira,M,1995-04-21,LEM,DEGEIT,2024,Ativo,a00976@ua.pt,Portugal,Ordinário
A00977,João Martins,F,1993-05-27,LMAT,DMAT,2023,Ativo,a00977@ua.pt,Angola,Ordinário
A00978,João Cardoso,M,1993-01-04,MED,DEP,2022,Ativo,a00978@ua.pt,Portugal,Ordinário
A00979,Pedro Rocha,F,1995-02-20,LMAT,DMAT,2023,Ativo,a00979@ua.pt,Portugal,Trabalhador-Estudante
A00980,Rita Moreira,F,2003-08-22,LQ,DQ,2023,Ativo,a00980@ua.pt,Portugal,Ordinário
A00981,Inês Rodrigues,F,1994-04-26,MTR,DLC,2020,Ativo,a00981@ua.pt,Portugal,Ordinário
A00982,Diogo Sousa,F,2001-05-19,LEB,DBIO,2020,Ativo,a00982@ua.pt,Portugal,Ordinário
A00983,Tomás Moreira,F,2003-08-04,MFIN,DEGEIT,2022,Ativo,a00983@ua.pt,Cabo Verde,Ordinário
A00984,Leonor Moreira,F,1998-01-24,MTR,DLC,2024,Ativo,a00984@ua.pt,Portugal,Ordinário
A00985,André Monteiro,F,2007-10-19,MFIN,DEGEIT,2025,Ativo,a00985@ua.pt,Brasil,Ordinário
A00986,Diogo Sousa,F,2002-05-26,LMAT,DMAT,2021,Ativo,a00986@ua.pt,Portugal,Ordinário
A00987,Pedro Oliveira,F,1997-06-22,MTR,DLC,2021,Ativo,a00987@ua.pt,Angola,Ordinário
A00988,Matilde Gonçalves,M,1999-01-28,MDS,DETI,2024,Desistência,a00988@ua.pt,Portugal,Ordinário
A00989,Tomás Costa,M,1990-11-15,LGT,DEGEIT,2021,Ativo,a00989@ua.pt,Portugal,Ordinário
A00990,Beatriz Santos,M,2001-06-06,LF,DF,2025,Ativo,a00990@ua.pt,Portugal,Trabalhador-Estudante
A00991,Beatriz Silva,F,2000-09-18,LQ,DQ,2020,Concluído,a00991@ua.pt,Portugal,Ordinário
A00992,Mariana Correia,M,2005-04-11,LF,DF,2021,Ativo,a00992@ua.pt,Espanha,Ordinário
A00993,André Vieira,F,2007-04-17,LEI,DETI,2020,Ativo,a00993@ua.pt,Portugal,Internacional
A00994,Luís Sousa,F,1999-06-27,LGT,DEGEIT,2021,Concluído,a00994@ua.pt,Portugal,Ordinário
A00995,Matilde Ferreira,M,2006-06-18,MMKT,DEGEIT,2024,Ativo,a00995@ua.pt,Portugal,Ordinário
A00996,André Sousa,F,1996-01-13,MDS,DETI,2022,Desistência,a00996@ua.pt,Portugal,Ordinário
A00997,Sofia Cardoso,F,1992-03-04,MTR,DLC,2020,Concluído,a00997@ua.pt,Portugal,Ordinário
A00998,Inês Rodrigues,F,1993-12-16,MFIN,DEGEIT,2023,Ativo,a00998@ua.pt,Portugal,Ordinário
A00999,João Costa,M,2002-09-20,LEM,DEGEIT,2022,Ativo,a00999@ua.pt,Portugal,Ordinário
A01000,Rita Ferreira,M,2004-01-23,MFIN,DEGEIT,2020,Concluído,a01000@ua.pt,Portugal,Ordinário
A01001,Leonor Almeida,F,1997-09-03,LF,DF,2019,Ativo,a01001@ua.pt,Portugal,Ordinário
A01002,João Pereira,M,2006-11-11,MIEEC,DETI,2019,Ativo,a01002@ua.pt,Portugal,Ordinário
A01003,Mariana Monteiro,M,2000-11-24,MMKT,DEGEIT,2024,Ativo,a01003@ua.pt,Portugal,Ordinário
A01004,André Neves,M,1995-05-17,MEC,DETI,2023,Ativo,a01004@ua.pt,Portugal,Ordinário
A01005,André Oliveira,F,1990-01-26,MEC,DETI,2024,Concluído,a01005@ua.pt,Portugal,Ordinário
A01006,Filipa Almeida,F,1998-04-07,LF,DF,2024,Ativo,a01006@ua.pt,Portugal,Ordinário
A01007,Matilde Fernandes,M,1990-05-17,LEI,DETI,2023,Concluído,a01007@ua.pt,Portugal,Ordinário
A01008,Leonor Pereira,M,2006-07-31,MTR,DLC,2020,Ativo,a01008@ua.pt,Portugal,Ordinário
A01009,Leonor Ferreira,F,2001-08-31,LEB,DBIO,2025,Ativo,a01009@ua.pt,Portugal,Ordinário
A01010,Catarina Martins,F,2000-01-04,MED,DEP,2020,Ativo,a01010@ua.pt,Portugal,Ordinário
A01011,Miguel Vieira,F,1999-10-03,LGT,DEGEIT,2019,Ativo,a01011@ua.pt,Portugal,Ordinário
A01012,Catarina Almeida,M,2005-01-15,LF,DF,2021,Ativo,a01012@ua.pt,Portugal,Ordinário
A01013,Afonso Vieira,F,2004-06-11,LQ,DQ,2023,Ativo,a01013@ua.pt,Portugal,Ordinário
A01014,Maria Pereira,F,1995-01-06,MFIN,DEGEIT,2022,Ativo,a01014@ua.pt,Portugal,Ordinário
A01015,Miguel Vieira,F,2002-11-06,LEB,DBIO,2023,Ativo,a01015@ua.pt,Portugal,Ordinário
A01016,Beatriz Oliveira,F,1998-09-15,MIEEC,DETI,2024,Ativo,a01016@ua.pt,Portugal,Ordinário
A01017,Diogo Fernandes,F,1998-11-13,LQ,DQ,2019,Ativo,a01017@ua.pt,Portugal,Trabalhador-Estudante
A01018,Carolina Oliveira,M,2005-04-02,LQ,DQ,2024,Ativo,a01018@ua.pt,Portugal,Ordinário
A01019,Tiago Jesus,M,1996-12-05,MIEEC,DETI,2025,Desistência,a01019@ua.pt,Moçambique,Ordinário
A01020,André Santos,F,2001-02-07,MTR,DLC,2022,Ativo,a01020@ua.pt,Moçambique,Ordinário
A01021,Rita Almeida,F,2005-09-16,LEB,DBIO,2020,Concluído,a01021@ua.pt,Portugal,Ordinário
A01022,Filipa Almeida,F,2002-04-16,LPE,DEP,2024,Ativo,a01022@ua.pt,Moçambique,Ordinário
A01023,Pedro Rocha,F,2001-11-03,MMKT,DEGEIT,2022,Ativo,a01023@ua.pt,Portugal,Ordinário
A01024,Diogo Almeida,M,2000-04-06,MIEEC,DETI,2021,Ativo,a01024@ua.pt,Portugal,Ordinário
A01025,Tomás Pereira,F,2006-06-29,LEB,DBIO,2019,Ativo,a01025@ua.pt,Portugal,Internacional
A01026,Tiago Gonçalves,M,1999-07-31,LT,DEGEIT,2021,Concluído,a01026@ua.pt,Cabo Verde,Ordinário
A01027,Inês Vieira,F,2001-07-24,MIEEC,DETI,2023,Ativo,a01027@ua.pt,Portugal,Ordinário
A01028,André Ferreira,M,1996-10-15,MMKT,DEGEIT,2021,Ativo,a01028@ua.pt,Portugal,Ordinário
A01029,Tiago Pereira,M,2004-03-08,MMKT,DEGEIT,2024,Ativo,a01029@ua.pt,Portugal,Ordinário
A01030,Matilde Pereira,F,2003-03-01,LQ,DQ,2025,Ativo,a01030@ua.pt,Portugal,Ordinário
A01031,Maria Rocha,M,1996-09-10,MTR,DLC,2021,Ativo,a01031@ua.pt,Portugal,Ordinário
A01032,Gonçalo Almeida,M,2002-06-22,LEI,DETI,2025,Concluído,a01032@ua.pt,Portugal,Ordinário
A01033,Mariana Costa,F,2004-10-09,LEM,DEGEIT,2020,Ativo,a01033@ua.pt,Portugal,Ordinário
A01034,Rodrigo Costa,F,1990-11-17,MEC,DETI,2021,Ativo,a01034@ua.pt,Portugal,Ordinário
A01035,Catarina Costa,F,1992-10-18,MIEEC,DETI,2025,Ativo,a01035@ua.pt,Portugal,Trabalhador-Estudante
A01036,Gonçalo Sousa,F,1996-09-28,LEI,DETI,2020,Desistência,a01036@ua.pt,Portugal,Ordinário
A01037,Gonçalo Rodrigues,M,2001-09-21,MTR,DLC,2023,Ativo,a01037@ua.pt,Portugal,Ordinário
